platform,product_id,title,category,price,original_price,rating,reviews_count,availability,seller,seller_rating,shipping,prime_eligible,url,image_url,description,brand,scraped_at,discount_percent,verified_seller
daraz,DRZ00013,Electronics Item 13,Sports,43444.88,16818.87,3.2,2931,In Stock,Daraz Seller 73,4.4,Cash on Delivery,,https://daraz.pk/product/13,https://via.placeholder.com/300x300?text=Item+13,Quality Electronics available in Pakistan with fast delivery.,Brand M,2025-11-24 17:55:42,0.0,False
daraz,DRZ00014,Electronics Item 14,Electronics,9295.65,42399.12,4.4,1695,Out of Stock,Daraz Seller 20,4.6,Free Delivery,,https://daraz.pk/product/14,https://via.placeholder.com/300x300?text=Item+14,Quality Electronics available in Pakistan with fast delivery.,Brand N,2025-11-24 17:55:42,78.1,False
daraz,DRZ00015,Electronics Item 15,Beauty,40396.03,18769.32,4.0,2882,Out of Stock,Daraz Seller 61,4.2,Cash on Delivery,,https://daraz.pk/product/15,https://via.placeholder.com/300x300?text=Item+15,Quality Electronics available in Pakistan with fast delivery.,Brand O,2025-11-24 17:55:42,0.0,False
daraz,DRZ00016,Electronics Item 16,Electronics,26313.69,54229.91,4.8,375,Out of Stock,Daraz Seller 62,4.0,Free Delivery,,https://daraz.pk/product/16,https://via.placeholder.com/300x300?text=Item+16,Quality Electronics available in Pakistan with fast delivery.,Brand P,2025-11-24 17:55:42,51.5,True
daraz,DRZ00017,Electronics Item 17,Sports,28478.73,55539.01,4.7,2145,Out of Stock,Daraz Seller 48,4.7,Cash on Delivery,,https://daraz.pk/product/17,https://via.placeholder.com/300x300?text=Item+17,Quality Electronics available in Pakistan with fast delivery.,Brand Q,2025-11-24 17:55:42,48.7,False
daraz,DRZ00018,Electronics Item 18,Beauty,7450.46,50095.49,4.4,2117,Out of Stock,Daraz Seller 78,4.7,Cash on Delivery,,https://daraz.pk/product/18,https://via.placeholder.com/300x300?text=Item+18,Quality Electronics available in Pakistan with fast delivery.,Brand R,2025-11-24 17:55:42,85.1,True
daraz,DRZ00019,Electronics Item 19,Fashion,33457.69,5037.83,3.4,1839,Pre-order,Daraz Seller 60,4.5,Cash on Delivery,,https://daraz.pk/product/19,https://via.placeholder.com/300x300?text=Item+19,Quality Electronics available in Pakistan with fast delivery.,Brand S,2025-11-24 17:55:42,0.0,True
daraz,DRZ00020,Electronics Item 20,Sports,14350.85,8217.46,3.5,2370,Out of Stock,Daraz Seller 53,4.2,Cash on Delivery,,https://daraz.pk/product/20,https://via.placeholder.com/300x300?text=Item+20,Quality Electronics available in Pakistan with fast delivery.,Brand T,2025-11-24 17:55:42,0.0,True
daraz,DRZ00021,Electronics Item 21,Electronics,10850.3,726.84,4.2,269,Pre-order,Daraz Seller 43,3.6,Free Delivery,,https://daraz.pk/product/21,https://via.placeholder.com/300x300?text=Item+21,Quality Electronics available in Pakistan with fast delivery.,Brand U,2025-11-24 17:55:42,0.0,True
daraz,DRZ00022,Electronics Item 22,Beauty,15400.42,50104.33,3.3,2289,In Stock,Daraz Seller 3,4.7,Cash on Delivery,,https://daraz.pk/product/22,https://via.placeholder.com/300x300?text=Item+22,Quality Electronics available in Pakistan with fast delivery.,Brand V,2025-11-24 17:55:42,69.3,False
daraz,DRZ00023,Electronics Item 23,Electronics,28421.51,35992.04,4.6,2781,Out of Stock,Daraz Seller 59,4.7,Free Delivery,,https://daraz.pk/product/23,https://via.placeholder.com/300x300?text=Item+23,Quality Electronics available in Pakistan with fast delivery.,Brand W,2025-11-24 17:55:42,21.0,False
daraz,DRZ00024,Electronics Item 24,Home,33753.78,34858.57,3.8,1102,Pre-order,Daraz Seller 46,4.4,Free Delivery,,https://daraz.pk/product/24,https://via.placeholder.com/300x300?text=Item+24,Quality Electronics available in Pakistan with fast delivery.,Brand X,2025-11-24 17:55:42,3.2,False
daraz,DRZ00025,Electronics Item 25,Electronics,14715.0,33910.67,3.7,1116,In Stock,Daraz Seller 34,4.6,Free Delivery,,https://daraz.pk/product/25,https://via.placeholder.com/300x300?text=Item+25,Quality Electronics available in Pakistan with fast delivery.,Brand Y,2025-11-24 17:55:42,56.6,False
daraz,DRZ00026,Electronics Item 26,Fashion,3202.13,31181.13,3.1,768,In Stock,Daraz Seller 51,3.8,Free Delivery,,https://daraz.pk/product/26,https://via.placeholder.com/300x300?text=Item+26,Quality Electronics available in Pakistan with fast delivery.,Brand Z,2025-11-24 17:55:42,89.7,True
daraz,DRZ00027,Electronics Item 27,Home,21798.99,58206.25,3.2,1273,In Stock,Daraz Seller 29,3.7,Cash on Delivery,,https://daraz.pk/product/27,https://via.placeholder.com/300x300?text=Item+27,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-24 17:55:42,62.5,False
daraz,DRZ00028,Electronics Item 28,Sports,32607.92,41207.32,4.8,1978,Out of Stock,Daraz Seller 14,4.2,Free Delivery,,https://daraz.pk/product/28,https://via.placeholder.com/300x300?text=Item+28,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-24 17:55:42,20.9,False
daraz,DRZ00029,Electronics Item 29,Home,34198.43,11215.54,4.0,2874,Pre-order,Daraz Seller 63,4.5,Cash on Delivery,,https://daraz.pk/product/29,https://via.placeholder.com/300x300?text=Item+29,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-24 17:55:42,0.0,True
daraz,DRZ00030,Electronics Item 30,Beauty,18655.33,22606.66,4.2,1337,In Stock,Daraz Seller 99,3.7,Free Delivery,,https://daraz.pk/product/30,https://via.placeholder.com/300x300?text=Item+30,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-24 17:55:42,17.5,True
daraz,DRZ00031,Electronics Item 31,Electronics,17182.01,59247.68,4.3,1030,Pre-order,Daraz Seller 50,4.1,Cash on Delivery,,https://daraz.pk/product/31,https://via.placeholder.com/300x300?text=Item+31,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-24 17:55:42,71.0,False
daraz,DRZ00032,Electronics Item 32,Electronics,22493.54,19047.42,4.9,2885,In Stock,Daraz Seller 46,4.6,Cash on Delivery,,https://daraz.pk/product/32,https://via.placeholder.com/300x300?text=Item+32,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-24 17:55:42,0.0,False
daraz,DRZ00033,Electronics Item 33,Electronics,49076.57,19241.05,3.3,2341,Pre-order,Daraz Seller 86,4.8,Free Delivery,,https://daraz.pk/product/33,https://via.placeholder.com/300x300?text=Item+33,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-24 17:55:42,0.0,True
daraz,DRZ00034,Electronics Item 34,Sports,3509.71,54691.0,3.3,1851,Out of Stock,Daraz Seller 54,4.8,Cash on Delivery,,https://daraz.pk/product/34,https://via.placeholder.com/300x300?text=Item+34,Quality Electronics available in Pakistan with fast delivery.,Brand H,2025-11-24 17:55:42,93.6,False
daraz,DRZ00035,Electronics Item 35,Fashion,19972.05,25400.28,4.5,1947,Out of Stock,Daraz Seller 22,4.4,Free Delivery,,https://daraz.pk/product/35,https://via.placeholder.com/300x300?text=Item+35,Quality Electronics available in Pakistan with fast delivery.,Brand I,2025-11-24 17:55:42,21.4,True
daraz,DRZ00036,Electronics Item 36,Electronics,43823.45,1451.41,4.0,1149,Pre-order,Daraz Seller 77,4.5,Free Delivery,,https://daraz.pk/product/36,https://via.placeholder.com/300x300?text=Item+36,Quality Electronics available in Pakistan with fast delivery.,Brand J,2025-11-24 17:55:42,0.0,True
daraz,DRZ00037,Electronics Item 37,Beauty,33360.48,45967.49,3.2,210,Pre-order,Daraz Seller 80,4.0,Free Delivery,,https://daraz.pk/product/37,https://via.placeholder.com/300x300?text=Item+37,Quality Electronics available in Pakistan with fast delivery.,Brand K,2025-11-24 17:55:42,27.4,True
daraz,DRZ00038,Electronics Item 38,Home,3352.0,31642.18,4.6,2520,In Stock,Daraz Seller 80,5.0,Free Delivery,,https://daraz.pk/product/38,https://via.placeholder.com/300x300?text=Item+38,Quality Electronics available in Pakistan with fast delivery.,Brand L,2025-11-24 17:55:42,89.4,True
daraz,DRZ00039,Electronics Item 39,Sports,14100.99,58656.95,5.0,2718,In Stock,Daraz Seller 8,3.8,Cash on Delivery,,https://daraz.pk/product/39,https://via.placeholder.com/300x300?text=Item+39,Quality Electronics available in Pakistan with fast delivery.,Brand M,2025-11-24 17:55:42,76.0,False
daraz,DRZ00040,Electronics Item 40,Electronics,6428.89,16070.41,4.5,2892,Out of Stock,Daraz Seller 21,3.8,Free Delivery,,https://daraz.pk/product/40,https://via.placeholder.com/300x300?text=Item+40,Quality Electronics available in Pakistan with fast delivery.,Brand N,2025-11-24 17:55:42,60.0,False
daraz,DRZ00041,Electronics Item 41,Home,33768.55,53609.54,4.9,2749,Out of Stock,Daraz Seller 80,3.7,Cash on Delivery,,https://daraz.pk/product/41,https://via.placeholder.com/300x300?text=Item+41,Quality Electronics available in Pakistan with fast delivery.,Brand O,2025-11-24 17:55:42,37.0,True
daraz,DRZ00042,Electronics Item 42,Sports,38862.46,8799.53,4.7,1659,Out of Stock,Daraz Seller 79,4.1,Cash on Delivery,,https://daraz.pk/product/42,https://via.placeholder.com/300x300?text=Item+42,Quality Electronics available in Pakistan with fast delivery.,Brand P,2025-11-24 17:55:42,0.0,True
daraz,DRZ00043,Electronics Item 43,Home,11833.65,24570.33,4.8,2983,In Stock,Daraz Seller 96,3.7,Free Delivery,,https://daraz.pk/product/43,https://via.placeholder.com/300x300?text=Item+43,Quality Electronics available in Pakistan with fast delivery.,Brand Q,2025-11-24 17:55:42,51.8,True
daraz,DRZ00044,Electronics Item 44,Home,13809.34,20660.7,3.3,844,Pre-order,Daraz Seller 97,4.9,Free Delivery,,https://daraz.pk/product/44,https://via.placeholder.com/300x300?text=Item+44,Quality Electronics available in Pakistan with fast delivery.,Brand R,2025-11-24 17:55:42,33.2,False
daraz,DRZ00045,Electronics Item 45,Fashion,13239.87,5989.14,4.2,1544,Pre-order,Daraz Seller 81,4.2,Cash on Delivery,,https://daraz.pk/product/45,https://via.placeholder.com/300x300?text=Item+45,Quality Electronics available in Pakistan with fast delivery.,Brand S,2025-11-24 17:55:42,0.0,False
daraz,DRZ00046,Electronics Item 46,Electronics,38216.32,10416.02,4.0,2419,In Stock,Daraz Seller 54,4.4,Cash on Delivery,,https://daraz.pk/product/46,https://via.placeholder.com/300x300?text=Item+46,Quality Electronics available in Pakistan with fast delivery.,Brand T,2025-11-24 17:55:42,0.0,False
daraz,DRZ00047,Electronics Item 47,Home,38356.71,22985.12,4.7,1953,Pre-order,Daraz Seller 65,4.0,Cash on Delivery,,https://daraz.pk/product/47,https://via.placeholder.com/300x300?text=Item+47,Quality Electronics available in Pakistan with fast delivery.,Brand U,2025-11-24 17:55:42,0.0,True
daraz,DRZ00048,Electronics Item 48,Home,35498.35,47184.83,3.9,2939,Pre-order,Daraz Seller 31,3.5,Cash on Delivery,,https://daraz.pk/product/48,https://via.placeholder.com/300x300?text=Item+48,Quality Electronics available in Pakistan with fast delivery.,Brand V,2025-11-24 17:55:42,24.8,False
daraz,DRZ00049,Electronics Item 49,Electronics,12925.45,12432.09,3.1,167,In Stock,Daraz Seller 20,5.0,Cash on Delivery,,https://daraz.pk/product/49,https://via.placeholder.com/300x300?text=Item+49,Quality Electronics available in Pakistan with fast delivery.,Brand W,2025-11-24 17:55:42,0.0,True
daraz,DRZ00050,Electronics Item 50,Beauty,21227.81,33937.15,4.7,1093,Pre-order,Daraz Seller 84,4.7,Free Delivery,,https://daraz.pk/product/50,https://via.placeholder.com/300x300?text=Item+50,Quality Electronics available in Pakistan with fast delivery.,Brand X,2025-11-24 17:55:42,37.4,False
amazon,AMZ00001,Electronics Product 1,Books,229.43,300.59,4.4,302,Limited Stock,Seller 6,4.3,Free Shipping,True,https://amazon.com/product/1,https://via.placeholder.com/300x300?text=Product+1,High-quality Electronics with excellent features and performance.,Brand A,2025-11-27 18:17:53,23.7,
amazon,AMZ00002,Electronics Product 2,Sports,177.42,146.34,4.6,1611,In Stock,Seller 77,4.5,Free Shipping,True,https://amazon.com/product/2,https://via.placeholder.com/300x300?text=Product+2,High-quality Electronics with excellent features and performance.,Brand B,2025-11-27 18:17:53,0.0,
amazon,AMZ00003,Electronics Product 3,Sports,252.74,114.58,4.4,3281,Pre-order,Seller 24,4.1,Free Shipping,True,https://amazon.com/product/3,https://via.placeholder.com/300x300?text=Product+3,High-quality Electronics with excellent features and performance.,Brand C,2025-11-27 18:17:53,0.0,
amazon,AMZ00004,Electronics Product 4,Books,281.27,304.0,3.7,530,In Stock,Seller 70,4.9,Free Shipping,True,https://amazon.com/product/4,https://via.placeholder.com/300x300?text=Product+4,High-quality Electronics with excellent features and performance.,Brand D,2025-11-27 18:17:53,7.5,
amazon,AMZ00005,Electronics Product 5,Sports,411.6,187.78,3.5,3520,In Stock,Seller 33,4.6,Free Shipping,True,https://amazon.com/product/5,https://via.placeholder.com/300x300?text=Product+5,High-quality Electronics with excellent features and performance.,Brand E,2025-11-27 18:17:53,0.0,
amazon,AMZ00006,Electronics Product 6,Books,190.88,46.98,4.4,3011,Pre-order,Seller 22,4.2,Paid Shipping,True,https://amazon.com/product/6,https://via.placeholder.com/300x300?text=Product+6,High-quality Electronics with excellent features and performance.,Brand F,2025-11-27 18:17:53,0.0,
amazon,AMZ00007,Electronics Product 7,Fashion,143.59,360.61,4.6,3604,In Stock,Seller 87,4.7,Paid Shipping,True,https://amazon.com/product/7,https://via.placeholder.com/300x300?text=Product+7,High-quality Electronics with excellent features and performance.,Brand G,2025-11-27 18:17:53,60.2,
amazon,AMZ00008,Electronics Product 8,Home & Kitchen,173.56,55.62,4.9,1622,In Stock,Seller 34,4.3,Free Shipping,False,https://amazon.com/product/8,https://via.placeholder.com/300x300?text=Product+8,High-quality Electronics with excellent features and performance.,Brand H,2025-11-27 18:17:53,0.0,
amazon,AMZ00009,Electronics Product 9,Electronics,333.94,136.74,3.7,4842,In Stock,Seller 100,4.9,Paid Shipping,True,https://amazon.com/product/9,https://via.placeholder.com/300x300?text=Product+9,High-quality Electronics with excellent features and performance.,Brand I,2025-11-27 18:17:53,0.0,
amazon,AMZ00010,Electronics Product 10,Electronics,89.53,134.44,4.3,1764,In Stock,Seller 24,4.8,Free Shipping,False,https://amazon.com/product/10,https://via.placeholder.com/300x300?text=Product+10,High-quality Electronics with excellent features and performance.,Brand J,2025-11-27 18:17:53,33.4,
amazon,AMZ00011,Electronics Product 11,Home & Kitchen,103.37,25.43,3.6,2635,In Stock,Seller 57,4.8,Free Shipping,False,https://amazon.com/product/11,https://via.placeholder.com/300x300?text=Product+11,High-quality Electronics with excellent features and performance.,Brand K,2025-11-27 18:17:53,0.0,
amazon,AMZ00012,Electronics Product 12,Books,316.84,541.13,4.2,2082,Pre-order,Seller 44,4.3,Free Shipping,True,https://amazon.com/product/12,https://via.placeholder.com/300x300?text=Product+12,High-quality Electronics with excellent features and performance.,Brand L,2025-11-27 18:17:53,41.4,
amazon,AMZ00013,Electronics Product 13,Home & Kitchen,219.75,315.28,4.6,3433,In Stock,Seller 10,4.6,Paid Shipping,True,https://amazon.com/product/13,https://via.placeholder.com/300x300?text=Product+13,High-quality Electronics with excellent features and performance.,Brand M,2025-11-27 18:17:53,30.3,
amazon,AMZ00014,Electronics Product 14,Fashion,127.82,488.76,4.1,1870,In Stock,Seller 85,4.7,Paid Shipping,True,https://amazon.com/product/14,https://via.placeholder.com/300x300?text=Product+14,High-quality Electronics with excellent features and performance.,Brand N,2025-11-27 18:17:53,73.8,
amazon,AMZ00015,Electronics Product 15,Fashion,207.57,175.61,4.2,2234,Limited Stock,Seller 14,4.8,Free Shipping,True,https://amazon.com/product/15,https://via.placeholder.com/300x300?text=Product+15,High-quality Electronics with excellent features and performance.,Brand O,2025-11-27 18:17:53,0.0,
amazon,AMZ00016,Electronics Product 16,Electronics,23.64,468.12,3.7,909,Pre-order,Seller 1,4.7,Free Shipping,False,https://amazon.com/product/16,https://via.placeholder.com/300x300?text=Product+16,High-quality Electronics with excellent features and performance.,Brand P,2025-11-27 18:17:53,95.0,
amazon,AMZ00017,Electronics Product 17,Fashion,193.59,498.78,4.5,854,In Stock,Seller 16,4.5,Paid Shipping,True,https://amazon.com/product/17,https://via.placeholder.com/300x300?text=Product+17,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-27 18:17:53,61.2,
amazon,AMZ00018,Electronics Product 18,Electronics,336.32,516.01,3.9,2361,Limited Stock,Seller 2,4.1,Free Shipping,False,https://amazon.com/product/18,https://via.placeholder.com/300x300?text=Product+18,High-quality Electronics with excellent features and performance.,Brand R,2025-11-27 18:17:53,34.8,
amazon,AMZ00019,Electronics Product 19,Sports,69.24,336.03,4.2,2978,Limited Stock,Seller 39,4.2,Free Shipping,False,https://amazon.com/product/19,https://via.placeholder.com/300x300?text=Product+19,High-quality Electronics with excellent features and performance.,Brand S,2025-11-27 18:17:53,79.4,
amazon,AMZ00020,Electronics Product 20,Books,321.68,423.31,4.7,2801,Pre-order,Seller 54,4.6,Paid Shipping,True,https://amazon.com/product/20,https://via.placeholder.com/300x300?text=Product+20,High-quality Electronics with excellent features and performance.,Brand T,2025-11-27 18:17:53,24.0,
amazon,AMZ00021,Electronics Product 21,Electronics,261.37,542.3,4.0,4229,In Stock,Seller 99,4.1,Paid Shipping,True,https://amazon.com/product/21,https://via.placeholder.com/300x300?text=Product+21,High-quality Electronics with excellent features and performance.,Brand U,2025-11-27 18:17:53,51.8,
amazon,AMZ00022,Electronics Product 22,Electronics,220.02,260.25,4.2,802,Limited Stock,Seller 21,4.8,Free Shipping,True,https://amazon.com/product/22,https://via.placeholder.com/300x300?text=Product+22,High-quality Electronics with excellent features and performance.,Brand V,2025-11-27 18:17:53,15.5,
amazon,AMZ00023,Electronics Product 23,Electronics,336.78,528.33,5.0,4070,Limited Stock,Seller 40,5.0,Free Shipping,True,https://amazon.com/product/23,https://via.placeholder.com/300x300?text=Product+23,High-quality Electronics with excellent features and performance.,Brand W,2025-11-27 18:17:53,36.3,
amazon,AMZ00024,Electronics Product 24,Electronics,34.84,139.1,3.7,356,Limited Stock,Seller 13,4.7,Free Shipping,True,https://amazon.com/product/24,https://via.placeholder.com/300x300?text=Product+24,High-quality Electronics with excellent features and performance.,Brand X,2025-11-27 18:17:53,75.0,
amazon,AMZ00025,Electronics Product 25,Fashion,207.41,294.84,4.2,2041,Limited Stock,Seller 45,4.7,Free Shipping,False,https://amazon.com/product/25,https://via.placeholder.com/300x300?text=Product+25,High-quality Electronics with excellent features and performance.,Brand Y,2025-11-27 18:17:53,29.7,
amazon,AMZ00026,Electronics Product 26,Fashion,274.64,480.19,4.7,1233,Pre-order,Seller 8,4.2,Paid Shipping,False,https://amazon.com/product/26,https://via.placeholder.com/300x300?text=Product+26,High-quality Electronics with excellent features and performance.,Brand Z,2025-11-27 18:17:53,42.8,
amazon,AMZ00027,Electronics Product 27,Home & Kitchen,34.14,457.27,4.3,3384,In Stock,Seller 77,4.7,Paid Shipping,True,https://amazon.com/product/27,https://via.placeholder.com/300x300?text=Product+27,High-quality Electronics with excellent features and performance.,Brand A,2025-11-27 18:17:53,92.5,
amazon,AMZ00028,Electronics Product 28,Home & Kitchen,20.94,141.03,3.8,949,In Stock,Seller 33,4.3,Free Shipping,True,https://amazon.com/product/28,https://via.placeholder.com/300x300?text=Product+28,High-quality Electronics with excellent features and performance.,Brand B,2025-11-27 18:17:53,85.2,
amazon,AMZ00029,Electronics Product 29,Electronics,169.66,60.7,3.9,916,Limited Stock,Seller 99,4.1,Paid Shipping,True,https://amazon.com/product/29,https://via.placeholder.com/300x300?text=Product+29,High-quality Electronics with excellent features and performance.,Brand C,2025-11-27 18:17:53,0.0,
amazon,AMZ00030,Electronics Product 30,Fashion,366.25,306.36,4.3,3028,Pre-order,Seller 11,4.2,Free Shipping,True,https://amazon.com/product/30,https://via.placeholder.com/300x300?text=Product+30,High-quality Electronics with excellent features and performance.,Brand D,2025-11-27 18:17:53,0.0,
amazon,AMZ00031,Electronics Product 31,Sports,453.72,111.14,4.9,4319,Pre-order,Seller 86,4.9,Free Shipping,True,https://amazon.com/product/31,https://via.placeholder.com/300x300?text=Product+31,High-quality Electronics with excellent features and performance.,Brand E,2025-11-27 18:17:53,0.0,
amazon,AMZ00032,Electronics Product 32,Fashion,27.02,380.6,4.0,533,Pre-order,Seller 47,4.1,Free Shipping,True,https://amazon.com/product/32,https://via.placeholder.com/300x300?text=Product+32,High-quality Electronics with excellent features and performance.,Brand F,2025-11-27 18:17:53,92.9,
amazon,AMZ00033,Electronics Product 33,Sports,342.38,448.06,4.9,298,Limited Stock,Seller 63,4.5,Paid Shipping,False,https://amazon.com/product/33,https://via.placeholder.com/300x300?text=Product+33,High-quality Electronics with excellent features and performance.,Brand G,2025-11-27 18:17:53,23.6,
amazon,AMZ00034,Electronics Product 34,Books,118.39,502.89,4.0,2417,In Stock,Seller 60,4.2,Free Shipping,False,https://amazon.com/product/34,https://via.placeholder.com/300x300?text=Product+34,High-quality Electronics with excellent features and performance.,Brand H,2025-11-27 18:17:53,76.5,
amazon,AMZ00035,Electronics Product 35,Home & Kitchen,191.99,340.99,4.6,2655,Limited Stock,Seller 1,4.3,Paid Shipping,True,https://amazon.com/product/35,https://via.placeholder.com/300x300?text=Product+35,High-quality Electronics with excellent features and performance.,Brand I,2025-11-27 18:17:53,43.7,
amazon,AMZ00036,Electronics Product 36,Books,438.12,465.23,3.7,4432,Limited Stock,Seller 52,5.0,Free Shipping,False,https://amazon.com/product/36,https://via.placeholder.com/300x300?text=Product+36,High-quality Electronics with excellent features and performance.,Brand J,2025-11-27 18:17:53,5.8,
amazon,AMZ00037,Electronics Product 37,Electronics,299.18,552.74,4.8,2535,Limited Stock,Seller 91,4.7,Free Shipping,False,https://amazon.com/product/37,https://via.placeholder.com/300x300?text=Product+37,High-quality Electronics with excellent features and performance.,Brand K,2025-11-27 18:17:53,45.9,
amazon,AMZ00038,Electronics Product 38,Electronics,74.16,70.14,4.3,125,Limited Stock,Seller 25,4.9,Paid Shipping,False,https://amazon.com/product/38,https://via.placeholder.com/300x300?text=Product+38,High-quality Electronics with excellent features and performance.,Brand L,2025-11-27 18:17:53,0.0,
amazon,AMZ00039,Electronics Product 39,Fashion,325.0,29.43,4.2,2287,In Stock,Seller 41,4.4,Paid Shipping,True,https://amazon.com/product/39,https://via.placeholder.com/300x300?text=Product+39,High-quality Electronics with excellent features and performance.,Brand M,2025-11-27 18:17:53,0.0,
amazon,AMZ00040,Electronics Product 40,Electronics,106.79,582.19,4.1,4544,Pre-order,Seller 26,4.8,Paid Shipping,False,https://amazon.com/product/40,https://via.placeholder.com/300x300?text=Product+40,High-quality Electronics with excellent features and performance.,Brand N,2025-11-27 18:17:53,81.7,
amazon,AMZ00041,Electronics Product 41,Fashion,213.13,86.11,4.1,4055,In Stock,Seller 96,4.4,Paid Shipping,True,https://amazon.com/product/41,https://via.placeholder.com/300x300?text=Product+41,High-quality Electronics with excellent features and performance.,Brand O,2025-11-27 18:17:53,0.0,
amazon,AMZ00042,Electronics Product 42,Home & Kitchen,451.13,125.22,4.0,4107,In Stock,Seller 13,4.5,Free Shipping,True,https://amazon.com/product/42,https://via.placeholder.com/300x300?text=Product+42,High-quality Electronics with excellent features and performance.,Brand P,2025-11-27 18:17:53,0.0,
amazon,AMZ00043,Electronics Product 43,Home & Kitchen,400.58,530.02,4.7,4436,Pre-order,Seller 16,4.2,Paid Shipping,False,https://amazon.com/product/43,https://via.placeholder.com/300x300?text=Product+43,High-quality Electronics with excellent features and performance.,Brand Q,2025-11-27 18:17:53,24.4,
amazon,AMZ00044,Electronics Product 44,Electronics,399.01,468.45,3.8,1249,In Stock,Seller 81,4.2,Paid Shipping,True,https://amazon.com/product/44,https://via.placeholder.com/300x300?text=Product+44,High-quality Electronics with excellent features and performance.,Brand R,2025-11-27 18:17:53,14.8,
amazon,AMZ00045,Electronics Product 45,Home & Kitchen,19.34,198.93,4.3,4940,In Stock,Seller 88,4.5,Paid Shipping,False,https://amazon.com/product/45,https://via.placeholder.com/300x300?text=Product+45,High-quality Electronics with excellent features and performance.,Brand S,2025-11-27 18:17:53,90.3,
amazon,AMZ00046,Electronics Product 46,Electronics,261.78,397.57,4.7,1355,Limited Stock,Seller 70,5.0,Free Shipping,False,https://amazon.com/product/46,https://via.placeholder.com/300x300?text=Product+46,High-quality Electronics with excellent features and performance.,Brand T,2025-11-27 18:17:53,34.2,
amazon,AMZ00047,Electronics Product 47,Books,349.69,291.72,4.9,2831,In Stock,Seller 22,4.6,Free Shipping,False,https://amazon.com/product/47,https://via.placeholder.com/300x300?text=Product+47,High-quality Electronics with excellent features and performance.,Brand U,2025-11-27 18:17:53,0.0,
amazon,AMZ00048,Electronics Product 48,Fashion,372.3,413.06,4.8,3187,In Stock,Seller 51,4.9,Free Shipping,False,https://amazon.com/product/48,https://via.placeholder.com/300x300?text=Product+48,High-quality Electronics with excellent features and performance.,Brand V,2025-11-27 18:17:53,9.9,
amazon,AMZ00049,Electronics Product 49,Electronics,230.12,363.49,4.7,3669,In Stock,Seller 36,4.3,Paid Shipping,True,https://amazon.com/product/49,https://via.placeholder.com/300x300?text=Product+49,High-quality Electronics with excellent features and performance.,Brand W,2025-11-27 18:17:53,36.7,
amazon,AMZ00050,Electronics Product 50,Books,280.1,145.71,3.8,3709,Limited Stock,Seller 40,4.4,Paid Shipping,True,https://amazon.com/product/50,https://via.placeholder.com/300x300?text=Product+50,High-quality Electronics with excellent features and performance.,Brand X,2025-11-27 18:17:53,0.0,
daraz,DRZ00001,Electronics Item 1,Home,40732.58,12536.4,4.9,758,Pre-order,Daraz Seller 67,4.7,Cash on Delivery,,https://daraz.pk/product/1,https://via.placeholder.com/300x300?text=Item+1,Quality Electronics available in Pakistan with fast delivery.,Brand A,2025-11-27 18:17:53,0.0,False
daraz,DRZ00002,Electronics Item 2,Home,18763.98,13542.32,4.8,1886,Pre-order,Daraz Seller 94,3.7,Cash on Delivery,,https://daraz.pk/product/2,https://via.placeholder.com/300x300?text=Item+2,Quality Electronics available in Pakistan with fast delivery.,Brand B,2025-11-27 18:17:53,0.0,True
daraz,DRZ00003,Electronics Item 3,Electronics,11736.19,47742.84,3.9,2634,Pre-order,Daraz Seller 35,4.2,Free Delivery,,https://daraz.pk/product/3,https://via.placeholder.com/300x300?text=Item+3,Quality Electronics available in Pakistan with fast delivery.,Brand C,2025-11-27 18:17:53,75.4,True
daraz,DRZ00004,Electronics Item 4,Fashion,48438.72,35475.76,3.6,1491,Pre-order,Daraz Seller 60,4.5,Free Delivery,,https://daraz.pk/product/4,https://via.placeholder.com/300x300?text=Item+4,Quality Electronics available in Pakistan with fast delivery.,Brand D,2025-11-27 18:17:53,0.0,False
daraz,DRZ00005,Electronics Item 5,Home,31460.75,41811.29,3.2,963,Pre-order,Daraz Seller 98,4.3,Free Delivery,,https://daraz.pk/product/5,https://via.placeholder.com/300x300?text=Item+5,Quality Electronics available in Pakistan with fast delivery.,Brand E,2025-11-27 18:17:53,24.8,False
daraz,DRZ00006,Electronics Item 6,Electronics,12112.74,53919.12,4.4,2877,Pre-order,Daraz Seller 52,4.1,Free Delivery,,https://daraz.pk/product/6,https://via.placeholder.com/300x300?text=Item+6,Quality Electronics available in Pakistan with fast delivery.,Brand F,2025-11-27 18:17:53,77.5,False
daraz,DRZ00007,Electronics Item 7,Sports,49011.97,52150.18,3.3,345,In Stock,Daraz Seller 100,3.8,Free Delivery,,https://daraz.pk/product/7,https://via.placeholder.com/300x300?text=Item+7,Quality Electronics available in Pakistan with fast delivery.,Brand G,2025-11-27 18:17:53,6.0,True
